Sub-Region,Alpha3Code,Alpha Ctry Code,Total Cases,Country / territory,Country name,Date,Deaths,EpiWeek onset,Imported cases,Laboratory confirmed cases,Nombre Pais,NumCtryCode (Countries codes),Num Ctry Code,Number of GBS associated with Zika,Number of GBS,Number of Records,Number of microcephalies associated,Other Neuro complications,Other source of transmission,Pregnant women,Report Epi Week,Severe cases,Sovereign,Status,Suspected cases (bin),Suspected cases,Total Cases (bin),Year
Central America,GTM,GTM,0%,Guatemala,Guatemala,"December, 2015",0,0,0,0,Guatemala,320,320,0,0,1,0,0,0,0,48,0,Guatemala,Member State,0K,0,0%,2015
Central America,HND,HND,0%,Honduras,Honduras,"December, 2015",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,48,0,Honduras,Member State,0K,0,0%,2015
Central America,NIC,NIC,0%,Nicaragua,Nicaragua,"December, 2015",0,0,0,0,Nicaragua,558,558,0,0,1,0,0,0,0,48,0,Nicaragua,Member State,0K,0,0%,2015
Central America,PAN,PAN,0%,Panama,Panama,"December, 2015",0,0,0,0,Panamá,591,591,0,0,1,0,0,0,0,48,0,Panama,Member State,0K,0,0%,2015
Latin Caribbean,DOM,DOM,0%,Dominican Republic,Dominican Republic,"December, 2015",0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,48,0,Dominican Republic,Member State,0K,0,0%,2015
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"December, 2015",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,48,0,Haiti,Member State,0K,0,0%,2015
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"December, 2015",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,48,0,Haiti,Member State,0K,0,0%,2015
Non Latin Caribbean,BRB,BRB,0%,Barbados,Barbados,"December, 2015",0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,48,0,Barbados,Member State,0K,0,0%,2015
Non Latin Caribbean,GUY,GUY,0%,Guyana,Guyana,"December, 2015",0,0,0,0,Guyana,328,328,0,0,1,0,0,0,0,48,0,Guyana,Member State,0K,0,0%,2015
Non Latin Caribbean,JAM,JAM,0%,Jamaica,Jamaica,"December, 2015",0,0,0,0,Jamaica,388,388,0,0,1,0,0,0,0,48,0,Jamaica,Member State,0K,0,0%,2015
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"December, 2015",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,48,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2015
Non Latin Caribbean,SUR,SUR,0%,Suriname,Suriname,"December, 2015",0,0,0,0,Suriname,740,740,0,0,1,0,0,0,0,48,0,Suriname,Member State,0K,0,0%,2015
Non Latin Caribbean,TTO,TTO,0%,Trinidad and Tobago,Trinidad and Tobago,"December, 2015",0,0,0,0,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,48,0,Trinidad and Tobago,Member State,0K,0,0%,2015
North America,MEX,MEX,0%,Mexico,Mexico,"December, 2015",0,0,0,0,México,484,484,0,0,1,0,0,0,0,48,0,Mexico,Member State,0K,0,0%,2015
South Cone,BRA,BRA,0%,Brazil,Brazil,"December, 2015",0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,48,0,Brazil,Member State,0K,0,0%,2015
South Cone,PRY,PRY,0%,Paraguay,Paraguay,"December, 2015",0,0,0,0,Paraguay,600,600,0,0,1,0,0,0,0,48,0,Paraguay,Member State,0K,0,0%,2015
Non Latin Caribbean,VIR,VIR,0%,United States Virgin Islands,United States Virgin Islands,"December, 2015",0,0,0,0,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,48,0,United States of America,Other,0K,0,0%,2015
Latin Caribbean,MAF,MAF,0%,Saint Martin,Saint Martin,"December, 2015",0,0,0,0,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,48,0,France,Overseas collectivities,0K,0,0%,2015
Latin Caribbean,GLP,GLP,0%,Guadeloupe,Guadeloupe,"December, 2015",0,0,0,0,Guadalupe,312,312,0,0,1,0,0,0,0,48,0,France,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,GUF,GUF,0%,French Guiana,French Guiana,"December, 2015",0,0,0,0,Guayana Francesa,254,254,0,0,1,0,0,0,0,48,0,France,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,MTQ,MTQ,0%,Martinique,Martinique,"December, 2015",0,0,0,0,Martinica,474,474,0,0,1,0,0,0,0,48,0,France,Participating State \Territory,0K,0,0%,2015
Non Latin Caribbean,BES,BES,0%,Bonaire,"Bonaire, Saint Eustatius and Saba","December, 2015",0,0,0,0,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,48,0,Netherlands,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,PRI,PRI,0%,Puerto Rico,Puerto Rico,"December, 2015",0,0,0,0,Puerto Rico,630,630,0,0,1,0,0,0,0,49,0,United States,Associated Member,0K,0,0%,2015
Non Latin Caribbean,ABW,ABW,0%,Aruba,Aruba,"December, 2015",0,0,0,0,Aruba,533,533,0,0,1,0,0,0,0,49,0,Netherlands,Associated Member,0K,0,0%,2015
Non Latin Caribbean,CUW,CUW,0%,Curacao,Curacao,"December, 2015",0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,49,0,Netherlands,Associated Member,0K,0,0%,2015
Non Latin Caribbean,SXM,SXM,0%,Sint Maarten,Sint Maarten,"December, 2015",0,0,0,0,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,49,0,Netherlands,Associated Member,0K,0,0%,2015
Andean,BOL,BOL,0%,Bolivia,Bolivia,"December, 2015",0,0,0,0,Bolivia,68,68,0,0,1,0,0,0,0,49,0,Bolivia,Member State,0K,0,0%,2015
Andean,COL,COL,183800%,Colombia,Colombia,"December, 2015",0,0,0,61,Colombia,170,170,0,2,1,0,0,0,0,49,0,Colombia,Member State,0K,1777,0%,2015
Andean,ECU,ECU,0%,Ecuador,Ecuador,"December, 2015",0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,49,0,Ecuador,Member State,0K,0,0%,2015
Andean,VEN,VEN,0%,Venezuela,Venezuela,"December, 2015",0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,49,0,Venezuela,Member State,0K,0,0%,2015
Central America,CRI,COR,0%,Costa Rica,Costa Rica,"December, 2015",0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,49,0,Costa Rica,Member State,0K,0,0%,2015
Central America,SLV,SLV,0%,El Salvador,El Salvador,"December, 2015",0,0,0,0,El Salvador,222,222,0,0,1,0,0,0,0,49,0,El Salvador,Member State,0K,0,0%,2015
Central America,SLV,SLV,91400%,El Salvador,El Salvador,"December, 2015",0,0,0,0,El Salvador,222,222,0,3,1,0,0,0,0,49,0,El Salvador,Member State,0K,914,0%,2015
Central America,GTM,GTM,0%,Guatemala,Guatemala,"December, 2015",0,0,0,0,Guatemala,320,320,0,0,1,0,0,0,0,49,0,Guatemala,Member State,0K,0,0%,2015
Central America,HND,HND,0%,Honduras,Honduras,"December, 2015",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,49,0,Honduras,Member State,0K,0,0%,2015
Central America,NIC,NIC,0%,Nicaragua,Nicaragua,"December, 2015",0,0,0,0,Nicaragua,558,558,0,0,1,0,0,0,0,49,0,Nicaragua,Member State,0K,0,0%,2015
Central America,PAN,PAN,500%,Panama,Panama,"December, 2015",0,0,0,5,Panamá,591,591,0,0,1,0,0,0,0,49,0,Panama,Member State,0K,0,0%,2015
Latin Caribbean,DOM,DOM,0%,Dominican Republic,Dominican Republic,"December, 2015",0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,49,0,Dominican Republic,Member State,0K,0,0%,2015
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"December, 2015",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,49,0,Haiti,Member State,0K,0,0%,2015
Latin Caribbean,HTI,HTI,500%,Haiti,Haiti,"December, 2015",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,49,0,Haiti,Member State,0K,5,0%,2015
Non Latin Caribbean,BRB,BRB,0%,Barbados,Barbados,"December, 2015",0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,49,0,Barbados,Member State,0K,0,0%,2015
Non Latin Caribbean,GUY,GUY,0%,Guyana,Guyana,"December, 2015",0,0,0,0,Guyana,328,328,0,0,1,0,0,0,0,49,0,Guyana,Member State,0K,0,0%,2015
Non Latin Caribbean,JAM,JAM,0%,Jamaica,Jamaica,"December, 2015",0,0,0,0,Jamaica,388,388,0,0,1,0,0,0,0,49,0,Jamaica,Member State,0K,0,0%,2015
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"December, 2015",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,49,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2015
Non Latin Caribbean,SUR,SUR,0%,Suriname,Suriname,"December, 2015",0,0,0,0,Suriname,740,740,0,0,1,0,0,0,0,49,0,Suriname,Member State,0K,0,0%,2015
Non Latin Caribbean,TTO,TTO,0%,Trinidad and Tobago,Trinidad and Tobago,"December, 2015",0,0,0,0,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,49,0,Trinidad and Tobago,Member State,0K,0,0%,2015
North America,MEX,MEX,0%,Mexico,Mexico,"December, 2015",0,0,0,0,México,484,484,0,0,1,0,0,0,0,49,0,Mexico,Member State,0K,0,0%,2015
South Cone,BRA,BRA,0%,Brazil,Brazil,"December, 2015",0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,49,0,Brazil,Member State,0K,0,0%,2015
South Cone,PRY,PRY,0%,Paraguay,Paraguay,"December, 2015",0,0,0,0,Paraguay,600,600,0,0,1,0,0,0,0,49,0,Paraguay,Member State,0K,0,0%,2015
Non Latin Caribbean,VIR,VIR,0%,United States Virgin Islands,United States Virgin Islands,"December, 2015",0,0,0,0,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,49,0,United States of America,Other,0K,0,0%,2015
Latin Caribbean,MAF,MAF,0%,Saint Martin,Saint Martin,"December, 2015",0,0,0,0,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,49,0,France,Overseas collectivities,0K,0,0%,2015
Latin Caribbean,GLP,GLP,0%,Guadeloupe,Guadeloupe,"December, 2015",0,0,0,0,Guadalupe,312,312,0,0,1,0,0,0,0,49,0,France,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,GUF,GUF,0%,French Guiana,French Guiana,"December, 2015",0,0,0,0,Guayana Francesa,254,254,0,0,1,0,0,0,0,49,0,France,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,MTQ,MTQ,0%,Martinique,Martinique,"December, 2015",0,0,0,0,Martinica,474,474,0,0,1,0,0,0,0,49,0,France,Participating State \Territory,0K,0,0%,2015
Non Latin Caribbean,BES,BES,0%,Bonaire,"Bonaire, Saint Eustatius and Saba","December, 2015",0,0,0,0,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,49,0,Netherlands,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,PRI,PRI,0%,Puerto Rico,Puerto Rico,"December, 2015",0,0,0,0,Puerto Rico,630,630,0,0,1,0,0,0,0,50,0,United States,Associated Member,0K,0,0%,2015
Non Latin Caribbean,ABW,ABW,0%,Aruba,Aruba,"December, 2015",0,0,0,0,Aruba,533,533,0,0,1,0,0,0,0,50,0,Netherlands,Associated Member,0K,0,0%,2015
Non Latin Caribbean,CUW,CUW,0%,Curacao,Curacao,"December, 2015",0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,50,0,Netherlands,Associated Member,0K,0,0%,2015
Non Latin Caribbean,SXM,SXM,0%,Sint Maarten,Sint Maarten,"December, 2015",0,0,0,0,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,50,0,Netherlands,Associated Member,0K,0,0%,2015
Andean,BOL,BOL,0%,Bolivia,Bolivia,"December, 2015",0,0,0,0,Bolivia,68,68,0,0,1,0,0,0,0,50,0,Bolivia,Member State,0K,0,0%,2015
Andean,COL,COL,147600%,Colombia,Colombia,"December, 2015",0,0,0,24,Colombia,170,170,0,1,1,0,0,0,0,50,0,Colombia,Member State,0K,1452,0%,2015
Andean,ECU,ECU,0%,Ecuador,Ecuador,"December, 2015",0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,50,0,Ecuador,Member State,0K,0,0%,2015
Andean,VEN,VEN,0%,Venezuela,Venezuela,"December, 2015",0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,50,0,Venezuela,Member State,0K,0,0%,2015
Central America,CRI,COR,0%,Costa Rica,Costa Rica,"December, 2015",0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,50,0,Costa Rica,Member State,0K,0,0%,2015
Central America,SLV,SLV,0%,El Salvador,El Salvador,"December, 2015",0,0,0,0,El Salvador,222,222,0,0,1,0,0,0,0,50,0,El Salvador,Member State,0K,0,0%,2015
Central America,SLV,SLV,75300%,El Salvador,El Salvador,"December, 2015",0,0,0,0,El Salvador,222,222,0,4,1,0,0,0,0,50,0,El Salvador,Member State,0K,753,0%,2015
Central America,GTM,GTM,0%,Guatemala,Guatemala,"December, 2015",0,0,0,0,Guatemala,320,320,0,0,1,0,0,0,0,50,0,Guatemala,Member State,0K,0,0%,2015
Central America,HND,HND,0%,Honduras,Honduras,"December, 2015",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,50,0,Honduras,Member State,0K,0,0%,2015
Central America,HND,HND,200%,Honduras,Honduras,"December, 2015",0,0,0,2,Honduras,340,340,0,0,1,0,0,0,0,50,0,Honduras,Member State,0K,0,0%,2015
Central America,NIC,NIC,0%,Nicaragua,Nicaragua,"December, 2015",0,0,0,0,Nicaragua,558,558,0,0,1,0,0,0,0,50,0,Nicaragua,Member State,0K,0,0%,2015
Central America,PAN,PAN,0%,Panama,Panama,"December, 2015",0,0,0,0,Panamá,591,591,0,0,1,0,0,0,0,50,0,Panama,Member State,0K,0,0%,2015
Central America,PAN,PAN,2000%,Panama,Panama,"December, 2015",0,45,0,20,Panamá,591,591,0,0,1,0,0,0,0,50,0,Panama,Member State,0K,0,0%,2015
Latin Caribbean,DOM,DOM,0%,Dominican Republic,Dominican Republic,"December, 2015",0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,50,0,Dominican Republic,Member State,0K,0,0%,2015
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"December, 2015",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,50,0,Haiti,Member State,0K,0,0%,2015
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"December, 2015",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,50,0,Haiti,Member State,0K,0,0%,2015
Non Latin Caribbean,BRB,BRB,0%,Barbados,Barbados,"December, 2015",0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,50,0,Barbados,Member State,0K,0,0%,2015
Non Latin Caribbean,GUY,GUY,0%,Guyana,Guyana,"December, 2015",0,0,0,0,Guyana,328,328,0,0,1,0,0,0,0,50,0,Guyana,Member State,0K,0,0%,2015
Non Latin Caribbean,JAM,JAM,0%,Jamaica,Jamaica,"December, 2015",0,0,0,0,Jamaica,388,388,0,0,1,0,0,0,0,50,0,Jamaica,Member State,0K,0,0%,2015
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"December, 2015",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,50,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2015
Non Latin Caribbean,SUR,SUR,0%,Suriname,Suriname,"December, 2015",0,0,0,0,Suriname,740,740,0,0,1,0,0,0,0,50,0,Suriname,Member State,0K,0,0%,2015
Non Latin Caribbean,TTO,TTO,0%,Trinidad and Tobago,Trinidad and Tobago,"December, 2015",0,0,0,0,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,50,0,Trinidad and Tobago,Member State,0K,0,0%,2015
North America,MEX,MEX,0%,Mexico,Mexico,"December, 2015",0,0,0,0,México,484,484,0,0,1,0,0,0,0,50,0,Mexico,Member State,0K,0,0%,2015
South Cone,BRA,BRA,0%,Brazil,Brazil,"December, 2015",0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,50,0,Brazil,Member State,0K,0,0%,2015
South Cone,PRY,PRY,0%,Paraguay,Paraguay,"December, 2015",0,0,0,0,Paraguay,600,600,0,0,1,0,0,0,0,50,0,Paraguay,Member State,0K,0,0%,2015
Non Latin Caribbean,VIR,VIR,0%,United States Virgin Islands,United States Virgin Islands,"December, 2015",0,0,0,0,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,50,0,United States of America,Other,0K,0,0%,2015
Latin Caribbean,MAF,MAF,0%,Saint Martin,Saint Martin,"December, 2015",0,0,0,0,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,50,0,France,Overseas collectivities,0K,0,0%,2015
Latin Caribbean,GLP,GLP,0%,Guadeloupe,Guadeloupe,"December, 2015",0,0,0,0,Guadalupe,312,312,0,0,1,0,0,0,0,50,0,France,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,GUF,GUF,0%,French Guiana,French Guiana,"December, 2015",0,0,0,0,Guayana Francesa,254,254,0,0,1,0,0,0,0,50,0,France,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,MTQ,MTQ,0%,Martinique,Martinique,"December, 2015",0,0,0,0,Martinica,474,474,0,0,1,0,0,0,0,50,0,France,Participating State \Territory,0K,0,0%,2015
Non Latin Caribbean,BES,BES,0%,Bonaire,"Bonaire, Saint Eustatius and Saba","December, 2015",0,0,0,0,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,50,0,Netherlands,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,PRI,PRI,0%,Puerto Rico,Puerto Rico,"December, 2015",0,0,0,0,Puerto Rico,630,630,0,0,1,0,0,0,0,51,0,United States,Associated Member,0K,0,0%,2015
Non Latin Caribbean,ABW,ABW,0%,Aruba,Aruba,"December, 2015",0,0,0,0,Aruba,533,533,0,0,1,0,0,0,0,51,0,Netherlands,Associated Member,0K,0,0%,2015
Non Latin Caribbean,CUW,CUW,0%,Curacao,Curacao,"December, 2015",0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,51,0,Netherlands,Associated Member,0K,0,0%,2015
Non Latin Caribbean,SXM,SXM,0%,Sint Maarten,Sint Maarten,"December, 2015",0,0,0,0,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,51,0,Netherlands,Associated Member,0K,0,0%,2015
Andean,BOL,BOL,0%,Bolivia,Bolivia,"December, 2015",0,0,0,0,Bolivia,68,68,0,0,1,0,0,0,0,51,0,Bolivia,Member State,0K,0,0%,2015
Andean,COL,COL,102400%,Colombia,Colombia,"December, 2015",0,0,0,36,Colombia,170,170,0,6,1,0,0,0,0,51,0,Colombia,Member State,0K,988,0%,2015
Andean,ECU,ECU,0%,Ecuador,Ecuador,"December, 2015",0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,51,0,Ecuador,Member State,0K,0,0%,2015
Andean,VEN,VEN,0%,Venezuela,Venezuela,"December, 2015",0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,51,0,Venezuela,Member State,0K,0,0%,2015
Central America,CRI,COR,0%,Costa Rica,Costa Rica,"December, 2015",0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,51,0,Costa Rica,Member State,0K,0,0%,2015
Central America,SLV,SLV,0%,El Salvador,El Salvador,"December, 2015",0,0,0,0,El Salvador,222,222,0,0,1,0,0,0,0,51,0,El Salvador,Member State,0K,0,0%,2015
Central America,SLV,SLV,46400%,El Salvador,El Salvador,"December, 2015",0,0,0,0,El Salvador,222,222,0,9,1,0,0,0,0,51,0,El Salvador,Member State,0K,464,0%,2015
Central America,GTM,GTM,0%,Guatemala,Guatemala,"December, 2015",0,0,0,0,Guatemala,320,320,0,0,1,0,0,0,0,51,0,Guatemala,Member State,0K,0,0%,2015
Central America,HND,HND,0%,Honduras,Honduras,"December, 2015",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,51,0,Honduras,Member State,0K,0,0%,2015
Central America,HND,HND,5500%,Honduras,Honduras,"December, 2015",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,51,0,Honduras,Member State,0K,55,0%,2015
Central America,NIC,NIC,0%,Nicaragua,Nicaragua,"December, 2015",0,0,0,0,Nicaragua,558,558,0,0,1,0,0,0,0,51,0,Nicaragua,Member State,0K,0,0%,2015
Central America,PAN,PAN,700%,Panama,Panama,"December, 2015",0,0,0,7,Panamá,591,591,0,0,1,0,0,0,0,51,0,Panama,Member State,0K,0,0%,2015
Latin Caribbean,DOM,DOM,0%,Dominican Republic,Dominican Republic,"December, 2015",0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,51,0,Dominican Republic,Member State,0K,0,0%,2015
Latin Caribbean,HTI,HTI,0%,Haiti,Haiti,"December, 2015",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,51,0,Haiti,Member State,0K,0,0%,2015
Latin Caribbean,HTI,HTI,200%,Haiti,Haiti,"December, 2015",0,0,0,0,Haití,332,332,0,0,1,0,0,0,0,51,0,Haiti,Member State,0K,2,0%,2015
Non Latin Caribbean,BRB,BRB,0%,Barbados,Barbados,"December, 2015",0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,51,0,Barbados,Member State,0K,0,0%,2015
Non Latin Caribbean,GUY,GUY,0%,Guyana,Guyana,"December, 2015",0,0,0,0,Guyana,328,328,0,0,1,0,0,0,0,51,0,Guyana,Member State,0K,0,0%,2015
Non Latin Caribbean,JAM,JAM,0%,Jamaica,Jamaica,"December, 2015",0,0,0,0,Jamaica,388,388,0,0,1,0,0,0,0,51,0,Jamaica,Member State,0K,0,0%,2015
Non Latin Caribbean,VCT,VCT,0%,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"December, 2015",0,0,0,0,San Vicente y las Granadinas,670,670,0,0,1,0,0,0,0,51,0,St. Vincent and the Grenadines,Member State,0K,0,0%,2015
Non Latin Caribbean,SUR,SUR,0%,Suriname,Suriname,"December, 2015",0,0,0,0,Suriname,740,740,0,0,1,0,0,0,0,51,0,Suriname,Member State,0K,0,0%,2015
Non Latin Caribbean,TTO,TTO,0%,Trinidad and Tobago,Trinidad and Tobago,"December, 2015",0,0,0,0,Trinidad y Tobago,780,780,0,0,1,0,0,0,0,51,0,Trinidad and Tobago,Member State,0K,0,0%,2015
North America,MEX,MEX,0%,Mexico,Mexico,"December, 2015",0,0,0,0,México,484,484,0,0,1,0,0,0,0,51,0,Mexico,Member State,0K,0,0%,2015
South Cone,BRA,BRA,0%,Brazil,Brazil,"December, 2015",0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,51,0,Brazil,Member State,0K,0,0%,2015
South Cone,PRY,PRY,0%,Paraguay,Paraguay,"December, 2015",0,0,0,0,Paraguay,600,600,0,0,1,0,0,0,0,51,0,Paraguay,Member State,0K,0,0%,2015
Non Latin Caribbean,VIR,VIR,0%,United States Virgin Islands,United States Virgin Islands,"December, 2015",0,0,0,0,Islas Vírgenes (EUA),850,850,0,0,1,0,0,0,0,51,0,United States of America,Other,0K,0,0%,2015
Latin Caribbean,MAF,MAF,0%,Saint Martin,Saint Martin,"December, 2015",0,0,0,0,Isla de San Martín (Francia),663,663,0,0,1,0,0,0,0,51,0,France,Overseas collectivities,0K,0,0%,2015
Latin Caribbean,GLP,GLP,0%,Guadeloupe,Guadeloupe,"December, 2015",0,0,0,0,Guadalupe,312,312,0,0,1,0,0,0,0,51,0,France,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,GUF,GUF,0%,French Guiana,French Guiana,"December, 2015",0,0,0,0,Guayana Francesa,254,254,0,0,1,0,0,0,0,51,0,France,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,MTQ,MTQ,0%,Martinique,Martinique,"December, 2015",0,0,0,0,Martinica,474,474,0,0,1,0,0,0,0,51,0,France,Participating State \Territory,0K,0,0%,2015
Non Latin Caribbean,BES,BES,0%,Bonaire,"Bonaire, Saint Eustatius and Saba","December, 2015",0,0,0,0,"Bonaire, San Eustaquio y Saba",535,535,0,0,1,0,0,0,0,51,0,Netherlands,Participating State \Territory,0K,0,0%,2015
Latin Caribbean,PRI,PRI,0%,Puerto Rico,Puerto Rico,"December, 2015",0,0,0,0,Puerto Rico,630,630,0,0,1,0,0,0,0,52,0,United States,Associated Member,0K,0,0%,2015
Latin Caribbean,PRI,PRI,900%,Puerto Rico,Puerto Rico,"December, 2015",0,0,0,9,Puerto Rico,630,630,0,0,1,0,0,0,0,52,0,United States,Associated Member,0K,0,0%,2015
Non Latin Caribbean,ABW,ABW,0%,Aruba,Aruba,"December, 2015",0,0,0,0,Aruba,533,533,0,0,1,0,0,0,0,52,0,Netherlands,Associated Member,0K,0,0%,2015
Non Latin Caribbean,CUW,CUW,0%,Curacao,Curacao,"December, 2015",0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,52,0,Netherlands,Associated Member,0K,0,0%,2015
Non Latin Caribbean,SXM,SXM,0%,Sint Maarten,Sint Maarten,"December, 2015",0,0,0,0,Isla de San Martín (Holanda),534,534,0,0,1,0,0,0,0,52,0,Netherlands,Associated Member,0K,0,0%,2015
Andean,BOL,BOL,0%,Bolivia,Bolivia,"December, 2015",0,0,0,0,Bolivia,68,68,0,0,1,0,0,0,0,52,0,Bolivia,Member State,0K,0,0%,2015
Andean,COL,COL,169600%,Colombia,Colombia,"December, 2015",0,0,0,10,Colombia,170,170,0,4,1,0,0,0,0,52,0,Colombia,Member State,0K,1686,0%,2015
Andean,ECU,ECU,0%,Ecuador,Ecuador,"December, 2015",0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,52,0,Ecuador,Member State,0K,0,0%,2015
Andean,VEN,VEN,0%,Venezuela,Venezuela,"December, 2015",0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,52,0,Venezuela,Member State,0K,0,0%,2015
Central America,CRI,COR,0%,Costa Rica,Costa Rica,"December, 2015",0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,52,0,Costa Rica,Member State,0K,0,0%,2015
Central America,SLV,SLV,0%,El Salvador,El Salvador,"December, 2015",0,0,0,0,El Salvador,222,222,0,0,1,0,0,0,0,52,0,El Salvador,Member State,0K,0,0%,2015
Central America,SLV,SLV,31600%,El Salvador,El Salvador,"December, 2015",0,0,0,0,El Salvador,222,222,0,15,1,0,0,0,63,52,0,El Salvador,Member State,0K,316,0%,2015
Central America,GTM,GTM,0%,Guatemala,Guatemala,"December, 2015",0,0,0,0,Guatemala,320,320,0,0,1,0,0,0,0,52,0,Guatemala,Member State,0K,0,0%,2015
Central America,GTM,GTM,26700%,Guatemala,Guatemala,"December, 2015",0,0,0,67,Guatemala,320,320,0,0,1,0,0,0,1,52,0,Guatemala,Member State,0K,200,0%,2015
Central America,HND,HND,0%,Honduras,Honduras,"December, 2015",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,52,0,Honduras,Member State,0K,0,0%,2015
Central America,HND,HND,6200%,Honduras,Honduras,"December, 2015",0,0,0,0,Honduras,340,340,0,0,1,0,0,0,0,52,0,Honduras,Member State,0K,62,0%,2015
Central America,NIC,NIC,0%,Nicaragua,Nicaragua,"December, 2015",0,0,0,0,Nicaragua,558,558,0,0,1,0,0,0,0,52,0,Nicaragua,Member State,0K,0,0%,2015
Central America,PAN,PAN,0%,Panama,Panama,"December, 2015",0,0,0,0,Panamá,591,591,0,0,1,0,0,0,0,52,0,Panama,Member State,0K,0,0%,2015
