PolicyId,EnrollDate,CancelDate,MonthlyPremium
72745,2010-07-30,NULL,36.43
72945,2010-08-02,NULL,31.18
400534,2013-11-09,NULL,43.40
400566,2013-11-09,2016-08-29,34.81
400634,2013-11-09,NULL,12.22
400741,2013-11-15,NULL,52.08
400752,2013-11-17,NULL,17.30
400941,2013-11-10,NULL,36.04
401034,2013-11-10,NULL,47.11
401066,2013-11-11,2016-11-11,9.37
535195,2014-09-30,NULL,28.40
535202,2014-08-31,NULL,39.75
535270,2014-08-31,NULL,44.59
535345,2014-09-20,2016-08-26,14.85
535495,2014-09-01,NULL,29.91
535563,2014-09-02,NULL,15.31
535620,2014-09-29,NULL,17.36
535677,2014-09-02,NULL,33.91
535720,2014-09-02,NULL,26.53
535795,2014-09-02,NULL,16.68
535813,2014-09-02,NULL,45.62
535820,2014-09-02,NULL,62.86
535827,2014-09-02,NULL,29.36
535931,2014-09-02,NULL,23.98
536113,2014-09-02,NULL,41.66
536238,2014-09-03,NULL,35.78
536306,2014-09-03,NULL,29.09
536374,2014-09-03,2016-03-30,21.78
536395,2014-10-03,NULL,36.71
536756,2014-09-03,NULL,22.70
803463,2016-01-08,NULL,8.08
803513,2016-01-08,NULL,31.05
803681,2016-01-08,NULL,23.45
803688,2016-01-08,NULL,21.38
803695,2016-02-02,NULL,16.53
803713,2016-01-08,2016-08-16,16.92
803906,2016-01-08,2016-02-23,21.82
803963,2016-01-08,NULL,46.33
803970,2016-01-08,2016-03-01,30.71
804006,2016-01-08,NULL,19.79
804063,2016-01-08,NULL,14.46
804074,2016-01-08,NULL,17.23
537449,2014-10-02,NULL,50.57
537667,2014-09-05,2016-09-14,10.87
401141,2013-11-11,NULL,24.99
401152,2013-11-11,NULL,12.84
401270,2013-12-03,NULL,21.28
401327,2013-11-11,NULL,33.61
401352,2013-11-11,NULL,34.00
401577,2013-11-12,NULL,22.24
918043,2016-07-28,NULL,83.99
917700,2016-07-28,2016-09-28,38.13
918036,2016-07-28,NULL,20.67
918143,2016-07-28,2016-09-30,38.62
918136,2016-08-26,NULL,40.87
918200,2016-07-28,NULL,21.13
918261,2016-07-29,NULL,17.83
918693,2016-07-29,2016-11-17,56.42
918618,2016-07-29,NULL,27.43
918286,2016-07-29,NULL,42.07
918318,2016-07-29,NULL,18.23
918493,2016-07-29,2016-10-31,25.68
295235,2013-03-14,NULL,26.26
295589,2013-02-19,NULL,32.71
295764,2013-02-19,NULL,21.32
295778,2013-02-19,2016-04-28,30.79
295839,2013-02-20,NULL,17.34
295853,2013-02-20,NULL,31.43
407318,2013-11-26,NULL,22.34
407436,2013-12-16,NULL,20.82
407561,2013-11-26,2016-02-29,25.94
82437,2010-09-07,2016-11-11,10.76
82455,2010-10-18,NULL,39.77
82562,2010-09-27,NULL,45.70
82612,2010-09-08,NULL,70.27
82644,2010-09-08,NULL,28.55
82669,2010-09-01,NULL,19.55
82712,2010-09-08,2016-08-31,30.96
82719,2010-09-08,NULL,17.50
82730,2010-09-08,2016-10-08,35.82
82794,2010-09-08,NULL,12.70
82869,2010-09-09,NULL,15.01
792317,2015-12-18,NULL,28.84
792442,2015-12-18,2016-11-18,28.90
792456,2015-12-18,NULL,16.92
792567,2015-12-18,NULL,23.30
394657,2013-10-25,NULL,26.69
394668,2013-11-05,NULL,37.05
394811,2013-10-25,NULL,18.14
913313,2016-07-20,NULL,48.70
913413,2016-08-01,2016-08-08,24.29
913756,2016-07-21,2016-10-28,14.39
913449,2016-07-21,2016-08-08,27.11
913713,2016-08-10,NULL,30.75
913531,2016-07-21,2016-11-07,37.12
286143,2013-02-08,NULL,33.67
286218,2013-01-21,NULL,17.97
286361,2013-01-22,NULL,30.16
286411,2013-01-22,2016-05-20,28.10
797697,2015-12-29,NULL,36.87
797729,2015-12-29,2016-09-23,19.49
797747,2015-12-29,2016-01-13,15.58
797872,2015-12-29,2016-06-07,40.98
798015,2015-12-29,NULL,25.02
798065,2015-12-29,NULL,22.78
798122,2015-12-29,2016-01-13,52.91
798222,2015-12-29,NULL,17.23
798415,2015-12-30,NULL,15.89
798465,2015-12-31,NULL,47.76
798508,2015-12-30,NULL,21.98
798626,2015-12-30,NULL,14.80
798665,2015-12-30,2016-07-29,14.73
798733,2015-12-30,NULL,22.63
798826,2016-01-27,2016-12-25,10.63
771705,2015-11-09,2016-03-30,28.60
771755,2015-11-09,NULL,50.13
771906,2015-11-09,NULL,12.80
771956,2015-11-10,NULL,23.16
772023,2015-12-04,NULL,36.03
772056,2015-11-17,NULL,18.42
772087,2015-11-09,NULL,17.54
772191,2015-11-10,NULL,16.87
772273,2015-11-10,2016-01-20,18.51
170590,2011-11-29,NULL,15.60
170690,2011-11-29,NULL,20.16
170726,2011-11-30,NULL,25.33
171107,2011-12-13,NULL,27.95
284988,2013-02-02,NULL,39.20
285119,2013-01-17,NULL,22.40
285170,2013-01-18,NULL,25.64
285255,2013-01-18,NULL,16.06
285323,2013-01-18,NULL,18.11
285420,2013-01-18,NULL,30.27
285488,2013-01-19,NULL,39.09
285556,2013-01-19,NULL,19.58
285673,2013-01-19,NULL,38.20
285705,2013-02-16,NULL,59.82
285823,2013-01-20,NULL,12.26
285905,2013-01-20,NULL,44.02
285906,2013-01-20,NULL,26.08
285924,2013-01-20,NULL,44.57
285941,2013-01-20,NULL,21.07
286023,2013-01-21,NULL,45.07
286042,2013-01-21,NULL,21.32
286073,2013-01-21,NULL,17.28
286074,2013-01-21,NULL,21.83
286091,2013-01-21,NULL,21.52
286123,2013-01-21,NULL,36.19
286124,2013-01-21,NULL,57.01
286242,2013-01-21,NULL,41.13
286291,2013-02-21,NULL,25.23
286392,2013-01-22,NULL,43.38
286409,2013-01-22,NULL,17.41
533517,2014-09-23,2016-02-14,13.11
533600,2014-08-28,NULL,24.81
533686,2014-08-28,NULL,13.69
533718,2014-09-24,2016-08-19,20.01
533785,2014-09-14,NULL,16.84
533886,2014-08-28,NULL,44.27
533954,2014-08-28,NULL,13.12
534035,2014-08-29,NULL,6.89
534085,2014-08-29,NULL,53.46
534289,2014-08-29,NULL,41.85
534303,2014-08-29,2016-07-05,26.20
534336,2014-09-19,NULL,17.40
534404,2014-08-29,NULL,29.28
534554,2014-09-29,2016-07-26,15.04
534672,2014-09-26,NULL,17.37
534821,2014-08-30,NULL,22.31
534940,2014-08-30,NULL,31.04
534954,2014-08-30,NULL,15.58
534971,2014-08-30,NULL,12.90
535207,2014-08-31,NULL,17.25
653746,2015-05-03,NULL,18.00
653900,2015-04-10,NULL,33.22
290436,2013-02-03,NULL,24.93
290571,2013-02-03,NULL,23.06
290585,2013-02-03,NULL,30.05
290771,2013-02-04,NULL,28.26
290785,2013-02-11,NULL,20.04
290868,2013-02-04,NULL,22.94
290871,2013-02-04,NULL,24.92
290921,2013-02-04,NULL,18.77
77701,2010-08-09,NULL,21.29
77702,2010-08-09,NULL,32.82
77734,2010-08-09,NULL,37.39
77838,2010-08-09,NULL,15.64
77988,2010-08-10,NULL,11.48
78152,2010-08-11,NULL,9.66
78187,2010-08-11,NULL,18.27
78255,2010-08-12,NULL,24.68
78355,2010-08-12,NULL,21.99
78505,2010-08-13,NULL,50.60
78620,2010-08-14,NULL,21.55
78723,2010-08-15,NULL,11.34
408992,2013-12-01,NULL,24.35
409028,2013-12-01,NULL,23.04
409127,2013-12-14,2016-06-01,16.59
409277,2013-12-02,NULL,36.60
409345,2013-12-02,NULL,23.14
409510,2013-12-02,NULL,34.37
788532,2015-12-11,NULL,24.81
788568,2015-12-11,2016-02-10,20.51
788582,2015-12-11,2016-08-12,8.50
788718,2015-12-11,NULL,24.52
788785,2015-12-21,NULL,47.17
789236,2015-12-12,NULL,81.04
789271,2015-12-12,NULL,12.64
789303,2015-12-12,NULL,34.34
789354,2015-12-12,2016-10-23,16.77
789404,2015-12-12,NULL,13.32
789522,2015-12-13,NULL,18.70
789604,2015-12-18,NULL,30.58
789671,2015-12-13,NULL,33.27
789786,2015-12-14,NULL,23.18
789789,2015-12-14,NULL,26.49
789886,2015-12-14,NULL,19.05
789889,2015-12-14,NULL,32.05
789922,2015-12-14,NULL,35.92
789972,2015-12-14,NULL,41.74
790021,2015-12-14,2016-09-01,19.34
790039,2015-12-14,NULL,31.81
790071,2015-12-14,NULL,23.36
790089,2016-01-01,NULL,29.90
790322,2015-12-14,NULL,43.64
790371,2016-01-12,NULL,19.99
790471,2015-12-15,2016-01-18,15.53
790472,2015-07-01,NULL,15.63
790508,2015-12-15,NULL,25.07
790522,2015-12-15,2016-01-08,13.67
790571,2015-12-15,NULL,9.43
790607,2015-12-15,NULL,29.43
790622,2016-01-12,NULL,24.66
790657,2015-12-15,NULL,30.32
790889,2015-12-15,NULL,16.44
790958,2015-12-15,NULL,26.84
791022,2015-12-16,NULL,25.53
791025,2015-12-16,NULL,28.69
791057,2015-12-16,NULL,11.33
791126,2015-12-16,NULL,37.87
791140,2015-12-16,NULL,19.21
791143,2015-12-16,NULL,18.77
791157,2016-01-14,NULL,17.18
791290,2015-12-16,NULL,19.57
791326,2015-12-16,NULL,14.98
791393,2016-01-14,NULL,19.37
791407,2015-12-16,NULL,23.27
791458,2015-12-30,NULL,27.83
791525,2015-12-16,NULL,16.44
791643,2015-12-17,NULL,10.70
791676,2015-12-17,2016-10-29,15.76
791726,2015-12-17,NULL,23.29
791761,2015-12-29,NULL,21.66
791808,2015-12-17,2016-12-04,27.88
791843,2015-12-17,NULL,17.46
791858,2015-12-17,NULL,10.00
791925,2015-12-17,NULL,26.88
792094,2016-01-15,NULL,26.62
792244,2016-01-08,NULL,34.12
792294,2015-12-18,NULL,25.34
792311,2015-12-18,2016-02-13,46.91
792344,2015-12-18,NULL,17.19
792629,2015-12-18,NULL,25.01
792797,2015-12-19,2016-07-11,25.91
792811,2015-12-19,2016-12-29,22.58
792829,2016-01-14,NULL,19.05
792997,2015-12-26,NULL,39.07
793148,2015-12-19,NULL,13.41
793165,2016-01-06,NULL,20.53
793298,2015-12-19,2016-04-27,21.94
793312,2015-12-20,2016-03-22,27.80
793347,2016-01-10,NULL,26.99
793633,2015-12-20,NULL,12.26
793997,2015-12-21,NULL,46.00
794016,2015-12-21,NULL,18.28
794047,2015-12-21,2016-01-22,13.31
794051,2016-01-08,NULL,12.20
794101,2015-12-21,2016-11-28,26.45
794316,2015-12-21,2016-05-23,11.19
794434,2015-12-22,NULL,27.04
794466,2015-12-22,NULL,36.87
794515,2015-12-22,NULL,8.41
794516,2015-12-22,NULL,68.73
794533,2015-12-23,NULL,62.66
794534,2015-12-22,NULL,24.33
794552,2015-12-22,NULL,32.25
794601,2015-12-22,NULL,25.25
794651,2015-12-22,2016-04-21,26.49
794669,2015-12-22,NULL,26.51
794702,2015-12-22,NULL,34.88
794801,2015-12-22,2016-07-02,31.67
84554,2010-09-18,NULL,27.22
84672,2010-09-19,NULL,20.03
84821,2010-09-20,NULL,12.55
84940,2010-09-21,NULL,13.70
85121,2010-11-02,2016-08-09,84.04
543378,2014-09-16,2016-09-19,39.86
543481,2014-10-09,2016-09-23,25.63
543495,2014-09-16,NULL,43.56
543546,2014-09-17,NULL,9.36
297805,2013-02-26,NULL,29.15
297874,2013-02-26,2016-01-29,19.85
297888,2013-02-26,NULL,23.93
297905,2013-02-26,NULL,46.07
298123,2013-02-26,NULL,21.34
298356,2013-03-26,2016-04-24,33.43
86211,2010-09-29,NULL,15.50
86258,2010-10-19,NULL,46.96
86461,2010-09-30,2016-05-24,20.83
86526,2010-09-30,NULL,17.50
86594,2010-10-01,NULL,10.13
86711,2010-10-02,NULL,25.50
409746,2013-12-03,NULL,22.19
409996,2014-01-02,NULL,41.34
410063,2013-12-04,NULL,15.29
410096,2013-12-11,NULL,25.02
410181,2013-12-12,NULL,18.74
410263,2013-12-04,NULL,18.42
410313,2014-01-03,NULL,10.92
410700,2013-12-31,NULL,22.73
410732,2014-01-02,NULL,11.88
410749,2013-12-31,2016-09-26,14.90
410864,2013-12-05,NULL,21.29
410900,2014-01-05,NULL,18.39
795051,2015-12-22,NULL,24.62
795119,2015-12-23,NULL,20.06
795352,2015-12-23,NULL,33.87
795419,2015-12-23,NULL,21.20
795569,2015-12-23,2016-02-24,31.64
924439,2016-08-08,2016-12-06,14.49
924608,2016-08-08,NULL,24.16
924675,2016-08-08,2016-08-24,25.24
924739,2016-08-08,NULL,19.48
924421,2016-08-23,NULL,35.92
772341,2015-11-10,NULL,22.65
772355,2015-11-10,NULL,38.79
279081,2012-12-31,2016-12-01,19.38
279130,2012-12-31,NULL,33.81
279215,2012-12-31,NULL,12.80
279398,2013-01-01,2016-02-26,28.21
279430,2013-01-01,NULL,38.90
279445,2013-01-02,NULL,25.18
279598,2013-01-02,NULL,43.79
279630,2013-01-02,NULL,26.05
909690,2016-07-14,NULL,50.18
909692,2016-08-11,NULL,22.40
909958,2016-07-15,2016-07-15,16.00
909977,2016-07-15,NULL,18.66
909909,2016-07-15,NULL,24.02
910341,2016-07-15,NULL,20.98
910860,2016-07-16,2016-08-13,28.75
910762,2016-07-17,NULL,44.18
910477,2016-08-01,NULL,33.70
910662,2016-07-16,2016-08-15,25.17
910475,2016-08-01,NULL,49.33
910726,2016-07-16,NULL,25.29
69590,2010-06-12,NULL,33.90
69688,2010-06-13,NULL,45.67
69822,2010-06-14,2016-02-23,25.55
69854,2010-06-14,NULL,50.46
69905,2010-06-15,NULL,20.51
69907,2010-06-15,NULL,34.99
393561,2013-10-22,NULL,12.02
393727,2013-11-23,NULL,21.85
393812,2013-10-23,NULL,29.69
393878,2013-10-23,NULL,15.31
393893,2013-10-23,NULL,53.39
393912,2013-10-23,NULL,25.09
71813,2010-06-29,NULL,38.88
71828,2010-06-29,2016-11-17,44.10
71877,2010-06-29,NULL,21.14
71962,2010-06-30,2016-08-28,77.67
72028,2010-06-30,NULL,37.44
72079,2010-07-01,NULL,26.34
72411,2010-08-01,NULL,19.52
72447,2010-07-03,2016-10-08,33.91
72581,2010-07-05,NULL,19.82
72679,2010-07-06,2016-02-03,38.07
72696,2010-08-05,2016-03-30,17.68
72864,2010-07-07,NULL,48.22
72883,2010-07-07,NULL,32.21
144609,2011-08-09,NULL,38.62
144645,2011-07-30,NULL,63.43
144679,2011-07-30,NULL,16.27
144843,2011-07-31,NULL,27.20
144911,2011-08-01,NULL,13.22
145011,2011-08-01,NULL,20.26
145045,2011-08-01,NULL,10.11
145047,2011-08-01,NULL,27.28
145062,2011-08-01,NULL,24.36
145077,2011-08-02,NULL,13.74
145513,2011-08-03,NULL,50.36
145632,2011-08-03,NULL,24.80
145747,2011-08-04,NULL,28.41
145815,2011-08-04,NULL,8.61
145966,2011-08-05,NULL,30.29
145981,2011-08-05,NULL,21.55
146132,2011-08-06,NULL,47.15
146230,2011-08-06,NULL,15.00
146415,2011-08-08,NULL,35.03
146632,2011-09-05,NULL,22.09
146666,2011-08-08,NULL,25.33
146668,2011-09-05,NULL,16.82
146985,2011-08-10,NULL,16.83
147017,2011-08-10,NULL,16.82
147049,2011-08-10,2016-01-15,12.94
147202,2011-08-10,NULL,11.83
147234,2011-08-11,NULL,28.12
147336,2011-08-11,NULL,28.29
270757,2012-11-29,NULL,39.43
270874,2012-11-29,NULL,13.22
270925,2012-11-29,NULL,17.18
270940,2012-11-29,NULL,40.13
271123,2012-11-30,NULL,34.78
271242,2012-11-30,NULL,17.70
271323,2012-12-01,NULL,50.58
271491,2012-12-01,2016-01-12,25.34
271657,2012-12-02,NULL,49.32
271676,2012-12-03,NULL,24.35
271691,2012-12-03,NULL,26.96
271774,2012-12-26,NULL,15.51
271791,2012-12-03,NULL,54.72
61400,2010-03-30,NULL,44.71
61602,2010-04-01,NULL,34.72
61715,2010-04-02,NULL,20.05
64223,2010-04-26,NULL,31.29
64306,2010-04-26,NULL,80.63
64393,2010-04-27,NULL,38.14
64442,2010-05-12,NULL,34.39
64459,2010-04-28,NULL,27.72
64559,2010-04-28,2016-07-06,33.82
64640,2010-04-29,NULL,24.42
64642,2010-04-29,NULL,14.99
64861,2010-05-02,NULL,36.27
904827,2016-07-31,NULL,20.30
904859,2016-07-06,NULL,19.62
904861,2016-07-06,2016-09-09,18.17
904895,2016-07-06,NULL,44.34
904980,2016-07-07,2016-07-12,25.67
905027,2016-07-07,NULL,22.26
905129,2016-07-07,NULL,24.16
905180,2016-07-07,NULL,24.16
905212,2016-07-07,NULL,24.40
905195,2016-07-09,NULL,23.20
275571,2012-12-17,NULL,50.97
275620,2013-01-09,NULL,15.69
275771,2012-12-18,NULL,30.80
275820,2012-12-18,2016-07-18,17.03
276022,2012-12-19,2016-12-08,37.34
276054,2012-12-19,NULL,28.74
276073,2012-12-19,NULL,25.53
276203,2012-12-19,NULL,27.48
66061,2010-05-12,NULL,54.38
66131,2010-05-13,NULL,24.24
66229,2010-05-14,NULL,15.51
66295,2010-06-12,NULL,26.96
66348,2010-05-15,NULL,157.68
66429,2010-05-16,NULL,25.95
66546,2010-05-17,NULL,32.16
66699,2010-05-18,NULL,65.21
66731,2010-05-18,NULL,24.45
66780,2010-05-19,NULL,48.82
66999,2010-05-21,NULL,61.41
67031,2010-06-20,NULL,52.95
644030,2015-03-25,NULL,17.45
644179,2015-03-22,NULL,22.64
644262,2015-03-22,NULL,27.49
644330,2015-03-23,NULL,11.60
644332,2015-04-21,2016-06-06,61.62
527710,2014-08-16,NULL,13.48
527946,2014-09-11,2016-02-14,28.45
527961,2014-08-17,NULL,8.61
528061,2014-08-17,NULL,36.18
528144,2014-08-17,NULL,21.64
528229,2014-08-17,NULL,43.26
528244,2014-09-07,NULL,20.67
528297,2014-09-08,2016-10-20,14.39
528361,2014-09-19,NULL,19.79
528378,2014-09-17,NULL,14.60
528395,2014-08-18,NULL,33.78
646219,2015-03-26,2016-03-15,19.10
646268,2015-03-26,NULL,17.14
646351,2015-04-17,NULL,31.06
646353,2015-03-26,2016-12-13,23.54
646368,2015-03-26,2016-08-10,22.46
646419,2015-03-26,2016-02-11,14.86
646521,2015-03-26,NULL,43.27
646553,2015-03-26,NULL,36.49
646585,2015-03-26,2016-01-10,26.80
646687,2015-03-27,NULL,29.45
646838,2015-04-18,NULL,17.69
646904,2015-03-27,NULL,19.76
646919,2015-04-09,NULL,30.28
647055,2015-03-27,NULL,29.35
647087,2015-03-27,NULL,18.22
647187,2015-03-27,2016-05-25,45.67
647489,2015-03-28,NULL,30.61
647572,2015-04-22,NULL,42.93
647674,2015-03-28,2016-08-26,35.88
278543,2012-12-28,NULL,32.20
278596,2012-12-29,2016-09-22,29.04
278645,2012-12-29,NULL,13.45
912179,2016-07-19,NULL,21.09
912583,2016-07-19,NULL,30.39
912885,2016-07-20,NULL,13.34
912966,2016-07-20,2016-11-21,23.86
913168,2016-07-20,NULL,28.91
913217,2016-07-20,NULL,24.86
912783,2016-07-20,NULL,27.91
912798,2016-08-01,NULL,15.13
913166,2016-07-20,NULL,33.63
912768,2016-07-20,2016-07-22,60.35
281119,2013-02-02,NULL,8.01
281253,2013-01-07,NULL,27.80
281334,2013-01-07,NULL,23.23
281353,2013-02-05,NULL,18.88
281504,2013-01-08,NULL,19.00
281602,2013-01-08,NULL,13.30
281604,2013-01-08,NULL,10.87
281638,2013-01-08,NULL,30.48
281989,2013-01-30,NULL,24.37
282038,2013-01-09,NULL,25.61
393127,2013-10-21,2016-04-04,34.82
393293,2013-11-16,NULL,18.36
393376,2013-10-22,NULL,13.90
283593,2013-01-13,NULL,18.28
283608,2013-01-14,NULL,24.44
283625,2013-01-14,NULL,21.44
283659,2013-01-14,NULL,23.37
283757,2013-01-14,NULL,51.36
283959,2013-01-14,NULL,14.95
284093,2013-01-15,NULL,22.42
284108,2013-02-13,NULL,51.02
284144,2013-01-15,NULL,51.12
284310,2013-01-15,NULL,30.53
284329,2013-01-15,NULL,28.35
395012,2013-10-26,NULL,21.08
395029,2013-10-26,NULL,28.15
395048,2013-10-26,NULL,50.96
395233,2013-10-26,NULL,30.41
395246,2013-11-20,NULL,32.33
395363,2013-10-27,NULL,13.53
395431,2013-10-27,2016-11-19,43.43
395514,2013-10-28,NULL,17.76
395548,2013-10-28,NULL,10.55
395616,2013-10-28,NULL,12.40
395633,2013-10-28,NULL,23.66
395667,2013-10-28,NULL,16.66
395701,2013-11-28,NULL,18.23
395814,2013-12-02,NULL,12.53
395816,2013-10-28,NULL,27.31
395850,2013-10-28,NULL,24.03
395984,2013-10-29,NULL,27.95
396033,2013-11-13,NULL,19.20
396048,2013-10-29,NULL,25.92
396082,2013-11-19,NULL,34.41
396184,2013-10-29,NULL,41.00
396350,2013-10-30,NULL,16.17
656145,2015-05-15,NULL,43.15
543779,2014-09-17,NULL,24.00
543865,2014-09-17,2016-07-06,24.19
543915,2014-09-17,NULL,18.46
543962,2014-10-17,NULL,25.34
544065,2014-09-17,NULL,40.84
544148,2014-09-18,NULL,21.19
544198,2014-09-18,NULL,34.77
544466,2014-09-18,NULL,45.43
544683,2014-10-10,NULL,18.72
544798,2014-09-19,NULL,58.12
544833,2014-09-19,NULL,39.53
544866,2014-09-19,NULL,33.59
544984,2014-10-22,NULL,33.26
298426,2013-03-24,NULL,13.60
298526,2013-02-27,2016-02-29,25.02
298558,2013-02-28,NULL,18.81
298575,2013-02-28,NULL,25.01
298576,2013-02-28,NULL,25.74
298593,2013-02-28,NULL,16.44
298607,2013-02-28,NULL,17.81
298743,2013-02-28,NULL,12.43
299144,2013-03-01,2016-06-28,24.74
299243,2013-03-01,NULL,22.32
299275,2013-03-01,NULL,29.70
299376,2013-03-30,NULL,23.42
58366,2010-03-01,NULL,40.74
58498,2010-03-29,NULL,32.78
58552,2010-03-02,NULL,35.90
58766,2010-04-05,NULL,26.79
58852,2010-03-05,NULL,7.70
58984,2010-03-07,NULL,21.47
59020,2010-03-07,NULL,29.79
516590,2014-07-26,NULL,43.23
516622,2014-08-10,NULL,29.68
516872,2014-07-26,NULL,38.52
516890,2014-07-26,NULL,36.54
517089,2014-07-27,NULL,25.79
517172,2014-07-27,NULL,23.23
517225,2014-08-18,NULL,15.57
517239,2014-07-27,NULL,13.13
517426,2014-07-28,NULL,90.52
517576,2014-08-23,NULL,26.68
517608,2014-07-28,2016-01-03,50.94
384125,2013-09-29,NULL,30.91
384175,2013-09-29,NULL,36.79
384358,2013-09-30,NULL,29.52
384361,2013-09-30,NULL,31.27
384526,2013-09-30,2016-04-20,20.50
384612,2013-10-20,NULL,21.55
384679,2013-09-30,NULL,18.47
384726,2013-09-30,NULL,14.97
384943,2013-10-01,NULL,31.80
385062,2013-10-01,NULL,28.62
385197,2013-10-30,NULL,24.80
776151,2015-11-17,NULL,38.43
776152,2015-11-17,NULL,29.46
776183,2015-11-17,NULL,12.00
776369,2015-11-18,NULL,34.22
776383,2015-11-18,NULL,44.77
776516,2015-11-18,NULL,18.10
776551,2015-11-18,NULL,35.30
776566,2015-12-16,NULL,13.83
776666,2015-11-18,NULL,17.91
776684,2015-11-18,NULL,25.93
776734,2015-11-18,NULL,26.67
776937,2015-11-19,NULL,15.13
777051,2015-11-19,2016-07-27,16.99
777070,2015-11-19,NULL,23.46
777119,2015-11-19,NULL,19.15
777269,2015-11-19,NULL,28.59
777419,2015-11-20,NULL,28.45
777455,2015-11-20,NULL,18.42
777487,2015-11-20,NULL,25.13
777538,2015-11-20,NULL,34.87
777552,2015-11-20,NULL,22.63
777569,2015-11-20,2016-01-26,27.71
777655,2015-11-20,NULL,20.37
777656,2015-11-20,NULL,19.11
777687,2015-12-07,NULL,40.26
777688,2015-12-07,NULL,30.56
777720,2015-11-20,2016-05-20,19.70
777723,2015-11-20,NULL,36.83
777737,2015-11-20,2016-01-19,27.80
777787,2015-12-09,NULL,14.79
777823,2015-12-08,NULL,23.93
777870,2015-11-20,NULL,21.43
778006,2015-11-21,NULL,20.41
778055,2015-11-21,NULL,31.55
778056,2015-11-21,NULL,14.82
519294,2014-07-31,NULL,22.29
519429,2014-07-31,NULL,38.11
519447,2014-07-31,NULL,21.29
519547,2014-07-31,NULL,28.19
386515,2013-10-04,2016-09-03,13.25
386597,2013-11-04,NULL,25.65
386615,2013-10-05,NULL,25.49
521537,2014-08-04,2016-02-23,49.60
386701,2013-10-05,NULL,23.10
521688,2014-08-05,NULL,32.15
272954,2012-12-07,NULL,31.78
273021,2012-12-07,NULL,23.30
273071,2013-01-05,NULL,22.94
273139,2012-12-07,NULL,32.08
273222,2012-12-08,NULL,27.30
905954,2016-07-08,2016-12-01,23.11
905971,2016-07-08,2016-11-22,18.70
906090,2016-07-08,2016-07-09,17.22
906139,2016-08-02,NULL,19.29
906171,2016-07-08,NULL,33.51
906522,2016-07-09,NULL,57.73
906558,2016-07-09,2016-08-29,18.61
906640,2016-07-09,NULL,24.67
906625,2016-07-28,NULL,15.44
906325,2016-07-09,NULL,24.98
906557,2016-07-09,NULL,73.52
906875,2016-07-10,NULL,15.57
906957,2016-07-10,NULL,34.32
906876,2016-07-10,NULL,17.98
906990,2016-07-10,NULL,35.24
907144,2016-07-10,NULL,22.69
907125,2016-07-10,NULL,22.67
907158,2016-07-10,NULL,25.22
642984,2015-03-20,NULL,19.36
643034,2015-03-20,2016-08-22,36.88
643052,2015-04-04,NULL,24.51
643102,2015-03-20,NULL,26.78
643119,2015-03-20,2016-03-23,35.30
643220,2015-04-09,NULL,33.50
643269,2015-03-21,2016-03-07,19.45
643284,2015-03-20,NULL,31.65
643319,2015-03-20,NULL,30.20
643320,2015-03-20,NULL,30.33
908698,2016-07-13,NULL,21.98
908648,2016-07-13,NULL,26.94
908647,2016-08-01,NULL,27.23
908630,2016-07-13,2016-12-12,12.94
909533,2016-07-14,NULL,32.74
909248,2016-08-01,NULL,19.34
909165,2016-07-14,NULL,29.66
909315,2016-07-14,NULL,17.69
909347,2016-07-14,2016-10-07,29.77
909383,2016-07-14,NULL,28.50
909447,2016-08-08,2016-11-18,24.95
909298,2016-07-14,NULL,18.70
909348,2016-07-14,NULL,38.60
909380,2016-07-14,NULL,29.27
909148,2016-07-14,NULL,17.41
277683,2013-01-17,NULL,23.86
277734,2012-12-27,NULL,29.74
278019,2012-12-27,NULL,31.05
278051,2012-12-27,2016-09-01,31.65
278083,2012-12-27,NULL,13.79
278134,2012-12-28,NULL,15.82
278137,2012-12-28,NULL,23.60
278170,2012-12-28,NULL,25.40
278452,2012-12-28,2016-04-06,15.88
789888,2015-12-14,NULL,17.27
789906,2015-12-14,NULL,42.13
789970,2015-12-14,NULL,31.11
789987,2015-12-14,NULL,55.31
790020,2015-12-14,NULL,27.21
790105,2015-12-14,NULL,30.71
790170,2015-12-14,NULL,35.46
790255,2015-12-14,NULL,10.49
790270,2015-12-14,NULL,41.87
790287,2015-12-14,NULL,20.92
790337,2015-12-14,NULL,49.88
790356,2015-12-14,NULL,30.30
790387,2015-12-15,2016-02-02,28.03
790455,2015-12-15,NULL,21.92
790473,2015-12-15,NULL,33.69
790474,2015-12-15,NULL,30.39
790506,2015-12-15,NULL,16.06
790555,2015-12-15,NULL,10.43
790605,2015-12-15,2016-09-07,22.93
792546,2016-01-10,NULL,20.00
792645,2015-12-18,NULL,25.16
792764,2015-12-19,2016-09-07,24.90
792813,2015-12-19,2016-12-29,17.76
792828,2016-01-14,NULL,19.92
792963,2015-12-19,NULL,29.68
792995,2015-12-19,2016-01-19,15.22
793045,2015-12-19,NULL,26.10
793063,2015-12-19,NULL,22.40
793146,2016-01-17,NULL,31.53
793281,2015-12-19,NULL,19.82
793345,2016-01-18,NULL,21.36
793396,2015-12-20,NULL,25.58
793632,2015-12-20,NULL,19.62
392500,2013-11-14,NULL,28.49
392567,2013-10-20,NULL,17.33
392767,2013-10-21,NULL,25.90
392967,2013-11-14,NULL,36.25
913628,2016-07-21,2016-08-05,14.16
913710,2016-08-01,NULL,19.55
913592,2016-07-21,NULL,9.51
